filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
server/apps\core\utils\management\commands\initconfig.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,31,16,17,"[31, 32, 33]",https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b311-random
